# Resolved pools list by minerstat for msOS
# Updated Wed Oct 15 11:00:34 UTC 2025
198.50.168.213 astralhash.na.mine.zpool.ca
167.114.169.117 atheios.wattpool.net
185.110.51.103 atomis.coinmine.pl
139.180.175.143 au-01.miningrigrentals.com
8.129.12.192 axe.antpool.com
172.65.194.137 b4c.f2pool.com
185.178.208.145 baikalmine.com
51.91.29.107 bbr.luckypool.io
144.76.26.181 bbscoin.my-mining-pool.de
188.165.24.209 bcd.eu.mine.zpool.ca
198.50.168.213 bcd.jp.mine.zpool.ca
198.50.168.213 bcd.na.mine.zpool.ca
198.50.168.213 bcd.sea.mine.zpool.ca
18.193.26.129 bch.ukrpool.com
172.65.249.47 bch.viabtc.com
172.65.251.107 bch.viabtc.top
54.37.81.148 bci.suprnova.cc
94.130.143.162 bcn.pool.minergate.com
203.107.32.162 bcx.vvpool.com
206.189.151.227 beam-asia.leafpool.com
142.93.134.95 beam-eu.leafpool.com
199.71.214.155 beam-us.leafpool.com
51.79.70.231 beam.acepool.top
47.107.12.109 beam.antpool.com
104.21.61.165 beam.leafpool.com
203.107.33.230 beam.sparkpool.com
195.201.121.246 beam.sunpool.top
45.55.72.65 beam.suprnova.cc
34.111.56.74 beamv3.br.nicehash.com
34.111.56.74 beamv3.eu.nicehash.com
34.111.56.74 beamv3.hk.nicehash.com
34.111.56.74 beamv3.in.nicehash.com
34.111.56.74 beamv3.jp.nicehash.com
34.111.56.74 beamv3.usa.nicehash.com
172.67.180.33 bibop.net
188.165.24.209 binarium-v1.eu.mine.zpool.ca
198.50.168.213 binarium-v1.jp.mine.zpool.ca
198.50.168.213 binarium-v1.na.mine.zpool.ca
172.65.205.242 bitcoin.viabtc.com
172.65.223.122 bitcoin.viabtc.top
51.91.7.170 bitcore.asia.mine.zergpool.com
188.165.24.209 bitcore.eu.mine.zpool.ca
198.50.168.213 bitcore.jp.mine.zpool.ca
51.91.7.170 bitcore.mine.zergpool.com
198.50.168.213 bitcore.na.mine.zpool.ca
51.91.7.170 blake2b.asia.mine.zergpool.com
188.165.24.209 blake2b.eu.mine.zpool.ca
51.91.7.170 blake2b.mine.zergpool.com
198.50.168.213 blake2b.na.mine.zpool.ca
51.79.251.11 blake2s.asia.mine.zergpool.com
188.165.24.209 blake2s.eu.mine.zpool.ca
198.50.168.213 blake2s.jp.mine.zpool.ca
103.249.70.7 blake2s.mine.zergpool.com
198.50.168.213 blake2s.na.mine.zpool.ca
74.48.185.37 blake2s.pool.atomminer.com
198.50.168.213 blake2s.sea.mine.zpool.ca
188.165.24.209 blakecoin.eu.mine.zpool.ca
13.248.169.48 blockify.xyz
172.67.173.206 blockmasters.co
51.91.7.170 bmw512.asia.mine.zergpool.com
51.91.74.9 bmw512.eu.mine.zergpool.com
188.165.24.209 bmw512.eu.mine.zpool.ca
51.91.7.170 bmw512.mine.zergpool.com
198.50.168.213 bmw512.na.mine.zpool.ca
172.65.231.147 bs.poolbinance.com
103.224.182.238 bsod.pw
8.209.81.41 bsv.ukrpool.com
172.65.196.131 btc-eu.f2pool.com
35.202.11.182 btc-eu.luxor.tech
172.65.196.131 btc-mow.f2pool.com
172.65.196.131 btc-us.f2pool.com
35.202.11.182 btc-us.luxor.tech
104.21.73.242 btc.blockwarepool.com
172.65.196.131 btc.f2pool.com
35.244.212.109 btc.luxor.tech
172.65.253.87 btc.ss.poolin.com
172.65.34.131 btc.trustpool.ru
3.65.178.51 btc.ukrpool.com
172.65.233.152 btc.viabtc.com
172.65.253.106 btc.viabtc.top
162.19.139.120 btcp.2miners.com
54.37.81.148 btcp.suprnova.cc
77.247.179.87 btcv.gomine.pro
162.19.139.120 btcz.2miners.com
147.135.220.159 btcz.suprnova.cc
162.19.139.181 btg.2miners.com
185.107.56.208 btg.hashcity.org
13.248.169.48 btg.pool.gold
145.239.0.50 btg.suprnova.cc
37.187.226.146 bth.altpool.pro
18.185.240.102 bze.pcmining.xyz
51.79.251.11 c11.asia.mine.zergpool.com
188.165.24.209 c11.eu.mine.zpool.ca
198.50.168.213 c11.jp.mine.zpool.ca
103.249.70.7 c11.mine.zergpool.com
198.50.168.213 c11.na.mine.zpool.ca
51.222.12.70 ca-qrl.miningocean.org
155.138.134.202 ca-tor01.miningrigrentals.com
51.222.12.70 ca-upx.miningocean.org
51.222.248.90 ca.monero.herominers.com
155.138.150.133 ca.rvn.minermore.com
68.183.195.129 ca.stratu.ms
172.65.65.63 ca.stratum.slushpool.com
185.110.51.103 cash-eu.coinmine.pl
185.110.51.103 cash.coinmine.pl
168.119.79.208 cfx-eu.ss.poolflare.net
217.182.199.123 cfx-eu.ss.poolflare.net
192.99.233.13 cfx-us.ss.poolflare.net
192.99.233.13 cfx.ss.poolflare.net
217.182.199.123 cfx.ss.poolflare.net
216.219.85.122 chicago01.hashvault.pro
172.65.222.4 ckb.antpool.com
172.65.230.42 ckb.f2pool.com
203.107.33.230 ckb.sparkpool.com
39.107.217.77 ckb.stratum.hashpool.com
162.19.139.120 clo.2miners.com
76.223.54.146 clopool.pro
168.119.146.54 cluster.aionpool.tech
104.21.1.238 cmm-eu.coinblockers.com
3.143.54.106 cmra.miningpool.fun
38.239.69.100 cnpool.cc
51.210.32.161 coinotron.com
184.190.233.217 coins4u.cc
212.109.220.21 comining.io
185.232.204.3 coolpool.top
144.76.26.181 cpacoin.my-mining-pool.de
141.8.199.177 cpu-pool.com
51.91.7.170 cpupower.asia.mine.zergpool.com
51.91.74.9 cpupower.eu.mine.zergpool.com
188.165.24.209 cpupower.eu.mine.zpool.ca
51.91.7.170 cpupower.mine.zergpool.com
172.237.146.8 crypit.net
103.224.182.238 cryptodredge-ax16r-oeu.bsod.pw
152.42.233.22 cryptonote.social
162.19.139.181 ctxc.2miners.com
39.107.213.229 cuckoo.cortexmint.com
35.244.231.52 cuckoocycle.br.nicehash.com
35.244.231.52 cuckoocycle.eu.nicehash.com
35.244.231.52 cuckoocycle.hk.nicehash.com
35.244.231.52 cuckoocycle.in.nicehash.com
35.244.231.52 cuckoocycle.jp.nicehash.com
35.244.231.52 cuckoocycle.usa.nicehash.com
34.149.10.66 daggerhashimoto.br.nicehash.com
34.149.10.66 daggerhashimoto.eu.nicehash.com
34.149.10.66 daggerhashimoto.hk.nicehash.com
34.149.10.66 daggerhashimoto.in.nicehash.com
34.149.10.66 daggerhashimoto.jp.nicehash.com
34.149.10.66 daggerhashimoto.usa.nicehash.com
35.202.11.182 dash-asia.luxor.tech
35.202.11.182 dash-eu.luxor.tech
185.110.51.103 dash.coinmine.pl
8.217.23.131 dash.f2pool.com
172.65.235.96 dash.ss.poolin.com
13.248.148.254 dbix-us.maxhash.org
77.247.179.83 dbix.hashcity.org
185.110.51.103 dcr-eu.coinmine.pl
35.202.11.182 dcr-eu.luxor.tech
185.110.51.103 dcr-us.coinmine.pl
35.202.11.182 dcr-us.luxor.tech
185.110.51.103 dcr.coinmine.pl
57.129.83.51 de.ckpool.org
134.122.86.59 de.stratu.ms
141.95.72.61 de01.supportxmr.com
141.95.72.60 de02.supportxmr.com
188.165.24.209 decred.eu.mine.zpool.ca
198.50.168.213 decred.jp.mine.zpool.ca
198.50.168.213 decred.na.mine.zpool.ca
188.165.24.209 dedal.eu.mine.zpool.ca
76.223.54.146 defis-us.ravepool.com
47.107.15.105 dero.antpool.com
35.76.39.213 dero.ss.dxpool.com
5.9.193.22 dgbo.suprnova.cc
5.9.193.22 dgbq.suprnova.cc
54.37.81.148 dgbs.suprnova.cc
75.2.18.233 digihash.co
108.161.219.201 dlinodes.com
178.128.242.134 donate.v2.xmrig.com
20.193.89.74 duckiepool.com
185.107.56.210 dvt.gomine.pro
35.79.168.129 dxpool.com
34.111.115.126 eaglesong.eu.nicehash.com
34.111.115.126 eaglesong.hk.nicehash.com
34.111.115.126 eaglesong.usa.nicehash.com
155.138.233.65 east.us.rvn.minermore.com
198.50.168.213 eccak.na.mine.zpool.ca
185.178.208.137 egem-esoteria.icanmining.ru
45.43.30.3 egem.digipools.org
162.19.139.182 ella.2miners.com
45.43.30.4 ella.digipools.org
145.239.0.106 emc2.suprnova.cc
51.91.7.170 equihash.asia.mine.zergpool.com
35.244.175.27 equihash.br.nicehash.com
51.91.74.9 equihash.eu.mine.zergpool.com
198.50.168.213 equihash.eu.mine.zpool.ca
35.244.175.27 equihash.eu.nicehash.com
18.139.133.227 equihash.f2pool.com
35.244.175.27 equihash.hk.nicehash.com
35.244.175.27 equihash.in.nicehash.com
198.50.168.213 equihash.jp.mine.zpool.ca
35.244.175.27 equihash.jp.nicehash.com
34.98.72.143 equihash.luxor.tech
51.91.7.170 equihash.mine.zergpool.com
51.178.76.133 equihash.mining-dutch.nl
144.217.252.206 equihash.na.mine.zergpool.com
198.50.168.213 equihash.na.mine.zpool.ca
198.50.168.213 equihash.sea.mine.zpool.ca
35.244.175.27 equihash.usa.nicehash.com
51.91.7.170 equihash125.asia.mine.zergpool.com
51.91.74.9 equihash125.eu.mine.zergpool.com
51.91.7.170 equihash125.mine.zergpool.com
144.217.252.206 equihash125.na.mine.zergpool.com
198.50.168.213 equihash125.na.mine.zpool.ca
51.91.7.170 equihash144.asia.mine.zergpool.com
51.91.74.9 equihash144.eu.mine.zergpool.com
188.165.24.209 equihash144.eu.mine.zpool.ca
198.50.168.213 equihash144.jp.mine.zpool.ca
51.91.7.170 equihash144.mine.zergpool.com
144.217.252.206 equihash144.na.mine.zergpool.com
198.50.168.213 equihash144.na.mine.zpool.ca
198.50.168.213 equihash144.sea.mine.zpool.ca
51.91.7.170 equihash192.asia.mine.zergpool.com
51.91.74.9 equihash192.eu.mine.zergpool.com
188.165.24.209 equihash192.eu.mine.zpool.ca
198.50.168.213 equihash192.jp.mine.zpool.ca
51.91.7.170 equihash192.mine.zergpool.com
144.217.252.206 equihash192.na.mine.zergpool.com
198.50.168.213 equihash192.na.mine.zpool.ca
198.50.168.213 equihash192.sea.mine.zpool.ca
188.165.24.209 equihash96.eu.mine.zpool.ca
198.50.168.213 equihash96.na.mine.zpool.ca
13.248.148.254 etc-eu.maxhash.org
194.67.106.21 etc-solo.baikalmine.com
167.86.107.32 etc-solo.wattpool.net
76.223.26.96 etc-us.maxhash.org
135.125.8.177 etc.altpool.pro
185.246.66.177 etc.coolpool.top
45.43.30.3 etc.digipools.org
35.183.200.119 etc.ethashpool.com
172.65.254.95 etc.f2pool.com
77.247.179.83 etc.hashcity.org
46.4.120.18 etc.pool.minergate.com
37.27.16.41 etc.pool.zet-tech.eu
172.67.211.120 etc.solomine.org
103.224.182.253 etcc.mole-pool.net
185.178.208.137 eth-esoteria.icanmining.ru
172.65.174.106 eth-eu.f2pool.com
76.223.26.96 eth-eu.maxhash.org
172.65.233.185 eth-eu.sparkpool.com
172.65.174.106 eth-na.f2pool.com
167.86.74.33 eth-solo.wattpool.net
172.65.174.106 eth-us.f2pool.com
76.223.26.96 eth-us.maxhash.org
51.195.88.15 eth.2miners.com
141.95.3.13 eth.altpool.pro
185.110.51.103 eth.coinmine.pl
45.43.30.3 eth.digipools.org
35.183.200.119 eth.ethashpool.com
172.65.174.106 eth.f2pool.com
185.107.56.208 eth.hashcity.org
34.90.112.127 eth.hiveon.net
176.9.16.231 eth.pool.minergate.com
95.217.117.31 eth.pool.zet-tech.eu
44.215.239.27 eth.ss.poolin.com
18.142.208.193 eth.ukrpool.com
138.68.130.227 ethash-eu.unmineable.com
174.138.53.224 ethash-us.unmineable.com
51.91.7.170 ethash.asia.mine.zergpool.com
51.91.74.9 ethash.eu.mine.zergpool.com
51.91.7.170 ethash.mine.zergpool.com
144.217.252.206 ethash.na.mine.zergpool.com
138.68.130.227 ethash.tron-mining.com
138.68.130.227 ethash.unmineable.com
149.56.143.200 ether1-solo.wattpool.net
3.67.233.252 ethereum.trustpool.ru
104.21.39.175 ethermine.org
172.65.174.106 ethv2-eu.f2pool.com
176.9.119.47 etnx.pool-pay.com
162.19.139.119 etp.2miners.com
37.48.65.144 etp.sandpool.org
188.166.37.58 eu-01.miningrigrentals.com
188.166.161.62 eu-de01.miningrigrentals.com
165.227.153.169 eu-de02.miningrigrentals.com
65.109.39.107 eu-etc.hiveon.net
34.90.112.127 eu-eth.hiveon.net
104.237.10.164 eu-mine.smartcash.cc
3.127.21.66 eu-pool.wienchain.com
91.210.105.199 eu-ru01.miningrigrentals.com
78.46.178.183 eu-solo-zel.zellabs.net
217.173.235.116 eu-west-stratum.grinmint.com
135.181.20.223 eu-xsg.equihub.pro
135.181.20.223 eu-zcl.equihub.pro
135.181.20.223 eu-zel.equihub.pro
95.216.172.217 eu-zel.zellabs.net
135.181.20.223 eu-zer.equihub.pro
135.181.20.223 eu-zero.equihub.pro
76.223.54.146 eu-zil.rustpool.xyz
168.119.146.54 eu.aionpool.tech
54.37.167.74 eu.altpool.eu
103.224.182.238 eu.bsod.pw
77.247.179.88 eu.btcprivate.pro
75.2.37.224 eu.btgpool.pro
45.137.192.219 eu.crazypool.org
172.65.193.243 eu.emcd.io
135.181.20.223 eu.equihub.pro
51.91.56.176 eu.frostypool.com
79.137.70.48 eu.luckpool.net
18.193.115.229 eu.nimpool.io
68.183.74.40 eu.pool.ms
64.190.63.222 eu.poolmine.xyz
152.53.145.208 eu.ravenminer.com
149.28.243.131 eu.rito.minermore.com
136.244.92.193 eu.rvn.minermore.com
51.210.219.138 eu.rvnsolo.k1pool.com
68.183.74.40 eu.sandbox.pool.ms
45.79.188.191 eu.siamining.com
128.242.240.212 eu.ss.dpool.top
172.65.65.63 eu.stratum.slushpool.com
13.248.148.254 eu.ubiqpool.io
37.48.65.143 eu1-3g.whalesburg.com
103.224.182.238 eu1.bsod.pw
135.181.20.223 eu1.equihub.pro
104.21.14.209 eu1.fairpool.pro
185.10.184.211 eu1.ltc.sigmapool.com
172.67.210.217 eu1.mastermining.net
37.48.65.143 eu1.whalesburg.com
144.91.103.228 eu1.zhash.pro
13.248.169.48 eu2-zil.rustpool.xyz
172.65.193.243 eu2.emcd.io
185.107.56.55 eu2.whalesburg.com
167.86.70.134 eupool.sinovate.io
217.146.69.14 eurohash.eu
217.182.84.205 europe.dgb256.online
185.198.234.32 europe.ethash-hub.miningpoolhub.com
185.198.234.32 europe.kawpow-hub.miningpoolhub.com
199.59.243.228 europe.miner.tokyo
185.198.234.32 europe.randomx-hub.miningpoolhub.com
162.19.139.119 exp.2miners.com
216.198.79.1 ezil.me
104.18.2.198 f2pool.com
166.117.68.124 fastepic.eu
213.91.128.133 fastpool.xyz
45.155.102.89 fr.moneroocean.stream
185.240.242.141 frankfurt01.hashvault.pro
178.62.207.132 freshgarlicblocks.net
46.4.99.154 fullnode.quarkchain.io
5.9.193.21 gap.suprnova.cc
92.255.77.246 gate.emcd.io
213.32.53.176 geo.pool.akroma.eu
213.32.53.170 geo.pool.whalecoin.eu
77.247.179.87 gomine.pro
172.67.216.7 gpuhash.org
154.220.17.149 gpuhot.com
77.247.179.89 graft.ingest.cryptoknight.cc
207.148.153.11 graft.westcoastxmr.ca
13.248.169.48 grimm-eu.ravepool.com
76.223.54.146 grimm-us.ravepool.com
116.203.132.225 grimm.sunpool.top
51.161.21.1 grin-pool.org
162.19.139.184 grin.2miners.com
47.112.85.133 grin.antpool.com
88.99.142.163 grin.pool.minergate.com
203.107.33.230 grin.sparkpool.com
51.91.7.170 groestl.asia.mine.zergpool.com
188.165.24.209 groestl.eu.mine.zpool.ca
198.50.168.213 groestl.jp.mine.zpool.ca
51.91.7.170 groestl.mine.zergpool.com
51.178.76.133 groestl.mining-dutch.nl
198.50.168.213 groestl.na.mine.zpool.ca
104.248.240.136 grs.suprnova.cc
172.65.217.190 gs.poolbinance.com
45.155.102.89 gulf.moneroocean.stream
8.209.83.152 handshake-de.6block.com
47.88.21.234 handshake-us.6block.com
149.129.80.119 handshake.6block.com
81.163.20.40 hathor.acc-pool.pw
47.112.122.28 hc.antpool.com
188.165.24.209 hex.eu.mine.zpool.ca
198.50.168.213 hex.jp.mine.zpool.ca
198.50.168.213 hex.na.mine.zpool.ca
51.79.251.11 hmq1725.asia.mine.zergpool.com
141.95.55.97 hmq1725.eu.mine.zergpool.com
188.165.24.209 hmq1725.eu.mine.zpool.ca
198.50.168.213 hmq1725.jp.mine.zpool.ca
103.249.70.7 hmq1725.mine.zergpool.com
198.50.168.213 hmq1725.na.mine.zpool.ca
198.50.168.213 hmq1725.sea.mine.zpool.ca
13.248.169.48 hns.pool.blackminer.com
35.76.39.213 hns.ss.dxpool.com
217.182.138.181 hodl.suprnova.cc
188.165.24.209 honeycomb.eu.mine.zpool.ca
198.50.168.213 honeycomb.na.mine.zpool.ca
185.198.234.32 hub.miningpoolhub.com
162.19.139.182 hush.2miners.com
104.26.4.31 icemining.ca
134.209.156.206 in.stratu.ms
207.244.228.24 infinity.ultranote.org
77.247.179.89 italo.ingest.cryptoknight.cc
104.21.50.223 italo.network
188.165.24.209 jeonghash.eu.mine.zpool.ca
167.179.76.62 jp-01.miningrigrentals.com
172.65.65.63 jp.stratum.slushpool.com
51.79.251.11 k12.asia.mine.zergpool.com
103.249.70.7 k12.mine.zergpool.com
149.56.111.148 k12.na.mine.zergpool.com
51.91.7.170 kawpow.asia.mine.zergpool.com
35.190.124.115 kawpow.br.nicehash.com
51.91.74.9 kawpow.eu.mine.zergpool.com
35.190.124.115 kawpow.eu.nicehash.com
35.190.124.115 kawpow.hk.nicehash.com
35.190.124.115 kawpow.in.nicehash.com
35.190.124.115 kawpow.jp.nicehash.com
51.91.7.170 kawpow.mine.zergpool.com
51.178.76.133 kawpow.mining-dutch.nl
144.217.252.206 kawpow.na.mine.zergpool.com
35.190.124.115 kawpow.usa.nicehash.com
139.99.125.226 kda-asia.ss.poolflare.net
45.76.180.119 kda-asia.ss.poolflare.net
217.182.199.123 kda-eu.ss.poolflare.com
51.195.60.157 kda-eu.ss.poolflare.net
168.119.79.208 kda-eu2.ss.poolflare.net
192.99.233.13 kda-us.ss.poolflare.com
192.99.233.13 kda-us.ss.poolflare.net
172.65.198.173 kda.f2pool.com
168.119.79.208 kda.ss.poolflare.com
192.99.233.13 kda.ss.poolflare.net
51.195.60.157 kda.ss.poolflare.net
47.95.128.206 kda.stratum.hashpool.com
51.79.251.11 keccak.asia.mine.zergpool.com
188.165.24.209 keccak.eu.mine.zpool.ca
198.50.168.213 keccak.jp.mine.zpool.ca
103.249.70.7 keccak.mine.zergpool.com
51.178.76.133 keccak.mining-dutch.nl
149.56.111.148 keccak.na.mine.zergpool.com
198.50.168.213 keccak.na.mine.zpool.ca
51.91.7.170 keccakc.asia.mine.zergpool.com
188.165.24.209 keccakc.eu.mine.zpool.ca
198.50.168.213 keccakc.jp.mine.zpool.ca
51.91.7.170 keccakc.mine.zergpool.com
198.50.168.213 keccakc.na.mine.zpool.ca
178.62.28.102 kp.unmineable.com
35.76.39.213 kva.ss.dxpool.com
79.141.78.19 kz.emcd.io
213.32.53.170 lb.geo.egempool.eu
213.32.53.170 lb.geo.pirlpool.eu
213.32.53.180 lb.geo.ubiqpool.org
34.107.203.102 lbc.luxor.tech
188.165.24.209 lbk3.eu.mine.zpool.ca
198.50.168.213 lbk3.jp.mine.zpool.ca
198.50.168.213 lbk3.na.mine.zpool.ca
51.91.7.170 lbry.asia.mine.zergpool.com
188.165.24.209 lbry.eu.mine.zpool.ca
198.50.168.213 lbry.jp.mine.zpool.ca
51.91.7.170 lbry.mine.zergpool.com
198.50.168.213 lbry.na.mine.zpool.ca
104.248.240.136 lbry.suprnova.cc
104.21.91.51 letshash.it
108.91.11.33 lidonia.com
64.225.65.218 litecoinpool.org
172.65.249.114 ltc-eu.f2pool.com
172.65.249.114 ltc-us.f2pool.com
172.65.249.114 ltc.f2pool.com
88.99.142.163 ltc.pool.minergate.com
76.223.120.243 ltc.ss.poolin.com
172.65.199.137 ltc.viabtc.com
172.65.204.210 ltc.viabtc.top
18.185.29.169 ltz.pcmining.xyz
51.178.76.133 lyra2rev2.mining-dutch.nl
51.91.7.170 lyra2v2.asia.mine.zergpool.com
188.165.24.209 lyra2v2.eu.mine.zpool.ca
198.50.168.213 lyra2v2.jp.mine.zpool.ca
51.91.7.170 lyra2v2.mine.zergpool.com
144.217.252.206 lyra2v2.na.mine.zergpool.com
198.50.168.213 lyra2v2.na.mine.zpool.ca
188.165.24.209 lyra2v3.eu.mine.zpool.ca
198.50.168.213 lyra2v3.jp.mine.zpool.ca
198.50.168.213 lyra2v3.na.mine.zpool.ca
51.91.7.170 lyra2z.asia.mine.zergpool.com
188.165.24.209 lyra2z.eu.mine.zpool.ca
198.50.168.213 lyra2z.jp.mine.zpool.ca
51.91.7.170 lyra2z.mine.zergpool.com
144.217.252.206 lyra2z.na.mine.zergpool.com
198.50.168.213 lyra2z.na.mine.zpool.ca
51.79.251.11 lyra2z330.asia.mine.zergpool.com
103.249.70.7 lyra2z330.mine.zergpool.com
149.56.111.148 lyra2z330.na.mine.zergpool.com
51.79.251.11 m7m.asia.mine.zergpool.com
141.95.55.97 m7m.eu.mine.zergpool.com
188.165.24.209 m7m.eu.mine.zpool.ca
198.50.168.213 m7m.jp.mine.zpool.ca
103.249.70.7 m7m.mine.zergpool.com
198.50.168.213 m7m.na.mine.zpool.ca
198.50.168.213 m7m.sea.mine.zpool.ca
176.57.189.38 mcmpool.eu
51.91.7.170 megabtx.asia.mine.zergpool.com
188.165.24.209 megabtx.eu.mine.zpool.ca
51.91.7.170 megabtx.mine.zergpool.com
51.79.251.11 megamec.asia.mine.zergpool.com
103.249.70.7 megamec.mine.zergpool.com
5.2.65.14 mine-beam-testnet.leafpool.com
37.48.65.155 mine.bittubecash.fairpool.xyz
85.239.243.201 mine.c3pool.com
37.48.65.155 mine.etc.fairpool.xyz
37.48.65.155 mine.loki.fairpool.xyz
37.48.65.143 mine.msr.fairpool.xyz
76.223.54.146 mine.music.mypool.online
82.192.82.228 mine.nuko.fairpool.xyz
185.107.56.194 mine.pgc.fairpool.xyz
185.107.56.194 mine.ryo.fairpool.xyz
82.192.82.228 mine.swap.fairpool.xyz
35.183.200.119 mine.thegrinpool.com
185.107.56.53 mine.wow.fairpool.xyz
37.48.65.155 mine.xhv.fairpool.xyz
141.94.96.144 mine.xmrpool.net
82.192.82.228 mine.xrn.fairpool.xyz
37.48.65.143 mine.zano.fairpool.xyz
51.91.7.170 mine.zergpool.com
198.50.168.213 mine.zpool.ca
76.223.54.146 mineit.io
15.197.225.128 minepool.com
76.223.91.20 minepool.online
167.86.116.187 miner-control.de
94.23.19.49 miner.rocks
213.32.53.170 minerpool.net
172.67.152.184 minimizing.net
172.67.178.194 mining.bittube.app
104.21.85.239 mining.bittubeapp.com
15.235.112.32 mining.xpoolx.com
147.135.70.51 miningmadness.com
172.67.186.241 miningpoolhub.com
149.56.143.205 mix-solo.wattpool.net
